Customer_ID,Purchase_Date,Cover_Start_Date,Cover_End_Date,Period_of_Cover,LOB,Broker,Age,Premium,Vehicle_Type,Vehicle_Age,Vehicle_Value,Vehicle_Use,Vehicle_Mileage,Occupation,NCD,Number_of_Drivers,Driver1_Age,Driver2_Age,Driver1_LicenceYears,Driver2_LicenceYears,Driver1_LicenceRecord,Driver2_LicenceRecord,Driver1_Claims_Count,Driver2_Claims_Count,Location_Risk,Daytime_Parking,Overnight_Parking,Telematics,Credit_Score,Fraud_Risk_Score,CCJs,Sale_Flag,Policy_Type,Annual_Mileage,Gender,Marital_Status,Previous_Claims_Count
CUST0002377,2020-09-02,2021-02-09,2022-02-09,365,Private_Motor,Broker_A,490.0,30700.19,Hatchback,3,10020001.77,Commercial,88309.0,Driver,6,4,491.0,492.0,473.0,474.0,Clean,Clean,0,1.0,Low,Street,Street,Yes,15600.0,39.0,No,0,Comprehensive,12773.0,Male,Divorced,2
CUST0002378,2021-05-07,2022-04-07,2023-04-07,365,Private_Motor,Broker_A,490.0,30700.32,SUV,19,10020008.44,Personal,71109.0,Engineer,4,3,493.0,491.0,475.0,473.0,Clean,Minor Violation,1,0.0,High,Workplace,Street,Yes,15600.0,64.0,No,0,Comprehensive,12841.0,Female,Married,1
CUST0002379,2023-03-27,2023-04-03,2024-04-02,365,Private_Motor,Broker_A,491.0,30700.71,Hatchback,9,10020004.45,Commercial,64991.0,Student,6,3,492.0,493.0,474.0,475.0,Minor Violation,Clean,0,0.0,High,Garage,Street,Yes,15600.0,46.0,No,0,Comprehensive,15250.0,Female,Divorced,0
CUST0002380,2020-04-28,2021-01-07,2022-01-07,365,Private_Motor,Broker_A,491.0,30701.98,Hatchback,14,10020004.39,Personal,86889.0,Driver,2,1,494.0,,476.0,,Clean,,0,,High,Workplace,Garage,Yes,15600.0,41.0,No,0,Third-Party Fire & Theft,15782.0,Male,Single,0
CUST0002381,2021-05-11,2021-08-10,2022-08-10,365,Private_Motor,Broker_A,491.0,30700.47,Truck,2,10020005.11,Commercial,76253.0,Student,4,2,492.0,491.0,474.0,473.0,Clean,Clean,0,0.0,High,Workplace,Garage,No,15600.0,38.0,No,0,Comprehensive,14177.0,Male,Divorced,0
CUST0002382,2021-02-04,2021-10-26,2022-10-26,365,Private_Motor,Broker_A,490.0,30700.07,Sedan,1,10020006.57,Personal,118299.0,Driver,1,1,490.0,,472.0,,Clean,,0,,High,Workplace,Street,No,15600.0,56.0,No,0,Comprehensive,13417.0,Male,Widowed,2
CUST0002383,2020-04-12,2021-03-12,2022-03-12,365,Private_Motor,Broker_B,491.0,30701.4,Sedan,12,10020001.56,Personal,63158.0,Doctor,4,3,491.0,493.0,473.0,475.0,Minor Violation,Clean,0,0.0,Medium,Garage,Driveway,No,15600.0,83.0,No,0,Comprehensive,18999.0,Male,Married,0
CUST0002384,2021-09-25,2022-06-14,2023-06-14,365,Private_Motor,Broker_A,490.0,30701.05,Truck,2,10020010.46,Commercial,78661.0,Engineer,5,2,492.0,493.0,474.0,475.0,Clean,Clean,0,0.0,High,Workplace,Garage,No,15600.0,43.0,No,0,Comprehensive,13670.0,Male,Divorced,3
CUST0002385,2021-04-03,2021-09-14,2022-09-14,365,Private_Motor,Broker_A,492.0,30701.16,Truck,7,10020017.14,Personal,86235.0,Doctor,1,1,492.0,,474.0,,Clean,,0,,Low,Street,Driveway,No,15601.0,38.0,Yes,0,Comprehensive,12698.0,Male,Married,0
CUST0002386,2022-07-02,2023-03-06,2024-03-05,365,Private_Motor,Broker_A,493.0,30700.17,Truck,7,10020024.38,Personal,90209.0,Driver,1,2,490.0,495.0,472.0,477.0,Clean,Clean,0,0.0,Low,Street,Garage,No,15600.0,38.0,No,0,Comprehensive,12761.0,Male,Widowed,0
CUST0002387,2021-09-07,2022-04-09,2023-04-09,365,Private_Motor,Broker_B,490.0,30700.02,Hatchback,17,10020000.22,Personal,74795.0,Doctor,7,2,492.0,490.0,474.0,472.0,Major Violation,Clean,0,1.0,High,Garage,Street,Yes,15600.0,48.0,No,0,Third-Party Only,13258.0,Male,Widowed,1
CUST0002388,2022-09-04,2022-11-20,2023-11-20,365,Private_Motor,Broker_A,490.0,30700.58,Truck,15,10020020.7,Personal,81914.0,Engineer,13,1,490.0,,472.0,,Clean,,0,,Low,Workplace,Street,No,15600.0,39.0,No,0,Third-Party Only,20855.0,Male,Divorced,0
CUST0002389,2020-11-17,2021-05-10,2022-05-10,365,Private_Motor,Broker_A,490.0,30700.66,SUV,6,10020000.58,Personal,70534.0,Engineer,12,3,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,High,Street,Garage,No,15600.0,33.0,No,0,Comprehensive,14520.0,Female,Widowed,0
CUST0002390,2021-11-10,2022-05-01,2023-05-01,365,Private_Motor,Broker_A,492.0,30700.01,Sedan,10,10020012.66,Personal,77831.0,Driver,5,1,496.0,,478.0,,Clean,,0,,Low,Street,Street,No,15600.0,50.0,No,0,Comprehensive,13352.0,Male,Married,1
CUST0002391,2020-11-18,2021-10-05,2022-10-05,365,Private_Motor,Broker_B,492.0,30700.85,Truck,0,10020023.93,Commercial,72079.0,Engineer,9,2,493.0,492.0,475.0,474.0,Clean,Clean,0,0.0,High,Garage,Driveway,No,15600.0,33.0,No,0,Third-Party Fire & Theft,21812.0,Female,Divorced,0
CUST0002392,2022-05-29,2022-11-04,2023-11-04,365,Private_Motor,Broker_C,494.0,30700.13,Sedan,16,10020008.29,Commercial,68487.0,Driver,14,1,490.0,,472.0,,Clean,,0,,Medium,Workplace,Garage,No,15600.0,81.0,No,0,Third-Party Fire & Theft,16803.0,Male,Divorced,0
CUST0002393,2020-12-30,2021-02-06,2022-02-06,365,Private_Motor,Broker_A,493.0,30700.18,Hatchback,4,10020023.73,Personal,98850.0,Engineer,1,3,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,High,Garage,Driveway,No,15600.0,46.0,No,0,Comprehensive,16871.0,Female,Married,0
CUST0002394,2021-10-27,2022-09-22,2023-09-22,365,Private_Motor,Broker_A,490.0,30700.44,SUV,15,10020013.19,Personal,70412.0,Teacher,6,2,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Low,Garage,Driveway,Yes,15601.0,47.0,No,0,Comprehensive,12083.0,Female,Divorced,0
CUST0002395,2021-01-29,2021-03-03,2022-03-03,365,Private_Motor,Broker_B,491.0,30700.15,Sedan,11,10020003.68,Personal,93256.0,Teacher,6,3,490.0,490.0,472.0,472.0,Minor Violation,Clean,0,0.0,Low,Workplace,Street,No,15600.0,58.0,No,0,Third-Party Only,18942.0,Male,Single,0
CUST0002396,2022-07-03,2023-02-10,2024-02-10,365,Private_Motor,Broker_B,490.0,30701.36,Truck,10,10020023.85,Commercial,67613.0,Driver,4,1,493.0,,475.0,,Clean,,1,,Medium,Workplace,Garage,No,15600.0,32.0,Yes,0,Third-Party Fire & Theft,17914.0,Male,Single,2
CUST0002397,2021-07-12,2021-09-18,2022-09-18,365,Private_Motor,Broker_B,492.0,30700.02,SUV,1,10020022.41,Commercial,78278.0,Engineer,7,4,490.0,491.0,472.0,473.0,Clean,Minor Violation,0,0.0,Low,Garage,Driveway,No,15600.0,50.0,No,0,Comprehensive,12631.0,Female,Married,0
CUST0002398,2021-12-11,2022-07-02,2023-07-02,365,Private_Motor,Broker_B,490.0,30700.28,Sedan,16,10020000.71,Personal,106499.0,Doctor,4,4,491.0,493.0,473.0,475.0,Clean,Major Violation,0,0.0,Low,Street,Street,Yes,15600.0,34.0,No,0,Third-Party Fire & Theft,15851.0,Male,Divorced,0
CUST0002399,2021-04-02,2021-07-08,2022-07-08,365,Private_Motor,Broker_A,491.0,30700.16,Hatchback,11,10020001.19,Personal,65507.0,Teacher,6,2,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,High,Garage,Street,Yes,15600.0,46.0,No,0,Comprehensive,13643.0,Female,Widowed,1
CUST0002400,2022-06-05,2022-08-06,2023-08-06,365,Private_Motor,Broker_A,491.0,30701.43,Hatchback,18,10020003.75,Personal,66676.0,Teacher,5,1,491.0,,473.0,,Clean,,0,,Low,Street,Street,Yes,15600.0,41.0,Yes,0,Third-Party Fire & Theft,12123.0,Female,Widowed,0
CUST0002401,2020-12-29,2021-09-24,2022-09-24,365,Private_Motor,Broker_B,492.0,30700.02,SUV,16,10020018.54,Personal,78598.0,Student,4,4,490.0,491.0,472.0,473.0,Clean,Clean,1,0.0,Low,Street,Street,Yes,15600.0,46.0,No,0,Comprehensive,21042.0,Male,Married,0
CUST0002402,2020-10-11,2021-10-07,2022-10-07,365,Private_Motor,Broker_A,490.0,30700.11,Truck,15,10020000.93,Commercial,88794.0,Engineer,1,4,491.0,492.0,473.0,474.0,Clean,Clean,0,1.0,High,Garage,Street,No,15600.0,45.0,No,0,Third-Party Only,12332.0,Male,Widowed,2
CUST0002403,2020-07-27,2021-03-27,2022-03-27,365,Private_Motor,Broker_A,495.0,30700.19,Hatchback,4,10020002.82,Commercial,61726.0,Engineer,10,4,491.0,494.0,473.0,476.0,Clean,Clean,0,0.0,Low,Garage,Garage,No,15600.0,31.0,Yes,0,Third-Party Fire & Theft,15307.0,Male,Divorced,0
CUST0002404,2021-05-10,2021-07-03,2022-07-03,365,Private_Motor,Broker_A,490.0,30700.99,Truck,14,10020010.18,Personal,70147.0,Doctor,5,1,491.0,,473.0,,Clean,,0,,Low,Workplace,Street,No,15600.0,77.0,Yes,0,Comprehensive,20848.0,Female,Married,0
CUST0002405,2021-01-26,2021-05-24,2022-05-24,365,Private_Motor,Broker_A,490.0,30701.89,Hatchback,12,10020019.56,Personal,88375.0,Student,2,4,491.0,492.0,473.0,474.0,Clean,Clean,0,0.0,Low,Workplace,Street,No,15600.0,37.0,No,0,Third-Party Only,20488.0,Male,Divorced,1
CUST0002406,2021-12-16,2022-11-10,2023-11-10,365,Private_Motor,Broker_B,492.0,30700.29,SUV,12,10020019.91,Personal,126747.0,Student,1,3,492.0,490.0,474.0,472.0,Minor Violation,Minor Violation,0,0.0,Low,Workplace,Driveway,Yes,15600.0,40.0,No,0,Third-Party Only,20829.0,Male,Single,0
CUST0002407,2021-04-08,2022-02-11,2023-02-11,365,Private_Motor,Broker_B,491.0,30700.23,SUV,16,10020036.28,Personal,81557.0,Driver,0,4,491.0,490.0,473.0,472.0,Clean,Clean,1,0.0,High,Garage,Street,Yes,15600.0,45.0,No,0,Comprehensive,15141.0,Male,Divorced,0
CUST0002408,2023-02-10,2023-04-07,2024-04-06,365,Private_Motor,Broker_B,494.0,30701.11,Truck,3,10020002.73,Personal,96245.0,Student,8,4,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,High,Garage,Garage,No,15600.0,55.0,No,0,Third-Party Fire & Theft,12047.0,Female,Single,0
CUST0002409,2020-08-02,2021-04-14,2022-04-14,365,Private_Motor,Broker_A,493.0,30700.18,Truck,4,10020001.83,Personal,84042.0,Driver,8,4,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Low,Street,Garage,No,15600.0,41.0,No,0,Third-Party Fire & Theft,14884.0,Male,Single,0
CUST0002410,2020-12-02,2021-11-11,2022-11-11,365,Private_Motor,Broker_B,490.0,30700.33,Sedan,11,10020004.2,Personal,86970.0,Teacher,9,3,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,Low,Street,Street,Yes,15600.0,42.0,No,0,Comprehensive,15689.0,Female,Divorced,0
CUST0002411,2020-02-14,2021-01-19,2022-01-19,365,Private_Motor,Broker_C,493.0,30700.8,Hatchback,9,10020006.31,Personal,91422.0,Driver,11,2,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Low,Street,Driveway,No,15600.0,33.0,No,0,Comprehensive,21397.0,Female,Divorced,2
CUST0002412,2021-01-16,2021-06-05,2022-06-05,365,Private_Motor,Broker_A,490.0,30700.84,SUV,8,10020005.32,Personal,66102.0,Doctor,12,2,493.0,490.0,475.0,472.0,Minor Violation,Clean,0,0.0,Low,Street,Street,No,15600.0,34.0,No,0,Comprehensive,12360.0,Female,Married,0
CUST0002413,2022-07-12,2022-12-24,2023-12-24,365,Private_Motor,Broker_B,492.0,30700.42,Sedan,17,10020002.81,Personal,74485.0,Student,2,4,491.0,494.0,473.0,476.0,Clean,Clean,0,0.0,High,Street,Driveway,No,15600.0,66.0,No,0,Comprehensive,13961.0,Female,Single,0
CUST0002414,2022-03-03,2022-11-29,2023-11-29,365,Private_Motor,Broker_B,490.0,30700.35,Sedan,8,10020000.25,Commercial,97816.0,Doctor,12,2,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,Low,Garage,Garage,Yes,15600.0,69.0,No,0,Comprehensive,17832.0,Female,Married,0
CUST0002415,2020-06-10,2021-01-28,2022-01-28,365,Private_Motor,Broker_A,491.0,30700.03,SUV,3,10020015.14,Personal,90248.0,Engineer,0,4,496.0,490.0,478.0,472.0,Minor Violation,Clean,0,1.0,High,Street,Driveway,No,15600.0,55.0,No,0,Comprehensive,12472.0,Female,Married,1
CUST0002416,2022-05-17,2023-03-19,2024-03-18,365,Private_Motor,Broker_B,490.0,30700.34,Truck,15,10020016.5,Personal,121958.0,Doctor,1,3,491.0,493.0,473.0,475.0,Clean,Clean,0,0.0,High,Workplace,Driveway,Yes,15600.0,81.0,No,0,Comprehensive,14071.0,Male,Divorced,0
CUST0002417,2021-02-25,2021-07-13,2022-07-13,365,Private_Motor,Broker_B,494.0,30700.9,Truck,15,10020000.24,Personal,109794.0,Student,4,2,494.0,492.0,476.0,474.0,Clean,Clean,0,0.0,Low,Street,Garage,Yes,15600.0,49.0,No,0,Third-Party Fire & Theft,14827.0,Male,Single,0
CUST0002418,2022-07-04,2023-01-13,2024-01-13,365,Private_Motor,Broker_A,490.0,30700.27,Sedan,5,10020007.92,Commercial,68169.0,Student,4,3,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,High,Garage,Street,Yes,15600.0,48.0,Yes,0,Comprehensive,19601.0,Male,Divorced,0
CUST0002419,2022-07-24,2022-09-09,2023-09-09,365,Private_Motor,Broker_B,490.0,30701.19,Hatchback,19,10020010.07,Personal,61753.0,Driver,6,4,490.0,491.0,472.0,473.0,Clean,Minor Violation,3,1.0,Low,Street,Street,No,15600.0,40.0,No,0,Comprehensive,17828.0,Male,Divorced,1
CUST0002420,2021-01-03,2021-10-22,2022-10-22,365,Private_Motor,Broker_A,490.0,30700.25,Hatchback,16,10020000.48,Personal,143854.0,Engineer,3,2,491.0,493.0,473.0,475.0,Clean,Clean,1,0.0,Low,Workplace,Street,Yes,15600.0,43.0,No,0,Comprehensive,21529.0,Male,Widowed,0
CUST0002421,2021-03-18,2021-10-20,2022-10-20,365,Private_Motor,Broker_B,492.0,30700.3,SUV,14,10020045.79,Personal,134959.0,Doctor,13,1,493.0,,475.0,,Clean,,0,,High,Street,Street,No,15600.0,46.0,Yes,0,Comprehensive,12852.0,Male,Divorced,0
CUST0002422,2021-03-14,2021-08-14,2022-08-14,365,Private_Motor,Broker_A,491.0,30701.87,Sedan,4,10020009.77,Personal,109595.0,Doctor,7,3,491.0,491.0,473.0,473.0,Major Violation,Clean,0,1.0,High,Street,Driveway,No,15600.0,32.0,No,0,Comprehensive,17990.0,Male,Married,0
CUST0002423,2022-06-17,2022-11-30,2023-11-30,365,Private_Motor,Broker_A,493.0,30703.42,SUV,4,10020008.51,Commercial,61385.0,Student,10,3,491.0,491.0,473.0,473.0,Clean,Minor Violation,1,1.0,High,Garage,Garage,No,15600.0,46.0,Yes,0,Comprehensive,15278.0,Female,Single,1
CUST0002424,2021-12-16,2022-10-02,2023-10-02,365,Private_Motor,Broker_B,491.0,30701.22,SUV,17,10020008.96,Personal,83504.0,Student,0,1,496.0,,478.0,,Clean,,0,,High,Workplace,Driveway,No,15601.0,41.0,Yes,0,Comprehensive,15101.0,Female,Married,0
CUST0002425,2020-03-05,2021-01-06,2022-01-06,365,Private_Motor,Broker_A,491.0,30700.36,Sedan,10,10020001.76,Personal,106093.0,Student,11,2,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,Low,Street,Garage,No,15601.0,36.0,No,0,Comprehensive,15087.0,Female,Widowed,1
CUST0002426,2022-06-09,2023-02-05,2024-02-05,365,Private_Motor,Broker_A,491.0,30700.37,Hatchback,14,10020000.19,Personal,66069.0,Teacher,5,4,490.0,493.0,472.0,475.0,Clean,Minor Violation,0,0.0,High,Garage,Garage,Yes,15600.0,54.0,No,0,Third-Party Fire & Theft,15914.0,Male,Widowed,0
CUST0002427,2020-06-08,2021-02-12,2022-02-12,365,Private_Motor,Broker_A,491.0,30701.45,Truck,6,10020001.87,Personal,88112.0,Engineer,9,1,494.0,,476.0,,Major Violation,,1,,Medium,Workplace,Street,No,15600.0,70.0,Yes,0,Comprehensive,16656.0,Female,Single,0
CUST0002428,2023-01-21,2023-04-15,2024-04-14,365,Private_Motor,Broker_A,494.0,30700.64,Truck,19,10020020.05,Personal,114335.0,Driver,3,3,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,High,Garage,Street,No,15600.0,35.0,No,0,Comprehensive,13111.0,Female,Divorced,1
CUST0002429,2022-05-17,2022-12-31,2023-12-31,365,Private_Motor,Broker_A,491.0,30700.95,Sedan,11,10020000.37,Commercial,113083.0,Engineer,0,3,492.0,492.0,474.0,474.0,Minor Violation,Clean,0,0.0,Low,Street,Garage,No,15600.0,30.0,No,0,Comprehensive,22689.0,Female,Single,1
CUST0002430,2023-03-16,2023-05-04,2024-05-03,365,Private_Motor,Broker_C,490.0,30700.18,Sedan,9,10020010.58,Commercial,80032.0,Teacher,8,3,490.0,490.0,472.0,472.0,Clean,Clean,0,0.0,Low,Street,Street,No,15600.0,45.0,No,0,Comprehensive,14471.0,Female,Single,1
CUST0002431,2021-09-06,2022-08-28,2023-08-28,365,Private_Motor,Broker_A,490.0,30700.16,Hatchback,1,10020007.13,Personal,77098.0,Doctor,0,4,490.0,493.0,472.0,475.0,Clean,Major Violation,0,0.0,High,Garage,Driveway,No,15600.0,33.0,No,0,Comprehensive,14536.0,Female,Widowed,0
CUST0002432,2021-09-22,2022-06-09,2023-06-09,365,Private_Motor,Broker_A,492.0,30700.91,Sedan,17,10020014.55,Personal,94743.0,Engineer,1,2,491.0,491.0,473.0,473.0,Clean,Minor Violation,0,0.0,Medium,Workplace,Garage,No,15600.0,46.0,No,0,Comprehensive,17924.0,Male,Married,0
CUST0002433,2021-07-18,2021-08-17,2022-08-17,365,Private_Motor,Broker_B,492.0,30700.37,Truck,18,10020008.39,Commercial,91820.0,Student,8,4,490.0,490.0,472.0,472.0,Major Violation,Clean,0,0.0,Low,Garage,Street,Yes,15600.0,49.0,Yes,0,Comprehensive,13082.0,Male,Single,0
CUST0002434,2022-05-16,2022-11-30,2023-11-30,365,Private_Motor,Broker_B,490.0,30701.67,Truck,18,10020014.56,Personal,64116.0,Driver,13,3,490.0,493.0,472.0,475.0,Clean,Clean,0,0.0,Low,Street,Street,Yes,15600.0,35.0,No,1,Comprehensive,16642.0,Female,Married,0
CUST0002435,2021-04-08,2021-05-08,2022-05-08,365,Private_Motor,Broker_A,493.0,30702.0,SUV,8,10020006.23,Personal,62980.0,Engineer,2,1,490.0,,472.0,,Clean,,1,,Low,Garage,Garage,Yes,15600.0,42.0,No,0,Third-Party Fire & Theft,12786.0,Male,Single,2
CUST0002436,2020-12-08,2021-11-05,2022-11-05,365,Private_Motor,Broker_A,492.0,30700.35,Hatchback,10,10020001.34,Personal,106200.0,Engineer,1,3,490.0,491.0,472.0,473.0,Clean,Minor Violation,0,0.0,High,Street,Street,Yes,15600.0,55.0,No,0,Comprehensive,24411.0,Female,Married,2
CUST0002437,2022-01-21,2022-08-10,2023-08-10,365,Private_Motor,Broker_A,492.0,30702.22,Truck,15,10020024.81,Commercial,99156.0,Driver,1,1,491.0,,473.0,,Major Violation,,1,,Medium,Garage,Garage,No,15600.0,51.0,No,0,Comprehensive,17349.0,Female,Single,0
CUST0002438,2020-03-06,2021-02-01,2022-02-01,365,Private_Motor,Broker_B,495.0,30700.82,SUV,5,10020012.65,Personal,64805.0,Driver,3,1,491.0,,473.0,,Clean,,0,,High,Garage,Street,Yes,15600.0,80.0,No,0,Comprehensive,13606.0,Female,Divorced,2
CUST0002439,2020-10-10,2021-08-07,2022-08-07,365,Private_Motor,Broker_B,494.0,30700.34,Hatchback,7,10020006.61,Personal,120641.0,Teacher,4,3,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,High,Street,Driveway,No,15600.0,56.0,No,0,Comprehensive,14260.0,Female,Divorced,2
CUST0002440,2021-08-28,2022-06-09,2023-06-09,365,Private_Motor,Broker_A,490.0,30700.59,SUV,7,10020002.23,Commercial,84240.0,Student,8,4,492.0,490.0,474.0,472.0,Clean,Clean,0,0.0,Medium,Garage,Garage,Yes,15600.0,39.0,No,1,Comprehensive,12001.0,Female,Widowed,0
CUST0002441,2021-06-20,2022-01-02,2023-01-02,365,Private_Motor,Broker_A,490.0,30700.5,Sedan,3,10020011.12,Personal,89572.0,Teacher,0,2,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Low,Garage,Driveway,No,15600.0,51.0,No,0,Comprehensive,14841.0,Male,Divorced,0
CUST0002442,2022-08-16,2022-11-29,2023-11-29,365,Private_Motor,Broker_B,491.0,30700.12,Hatchback,9,10020027.3,Commercial,121993.0,Engineer,9,1,490.0,,472.0,,Minor Violation,,1,,Low,Street,Street,No,15600.0,49.0,No,0,Comprehensive,13829.0,Female,Married,1
CUST0002443,2021-08-11,2022-02-24,2023-02-24,365,Private_Motor,Broker_B,492.0,30701.12,Sedan,15,10020003.07,Personal,84763.0,Doctor,7,2,490.0,491.0,472.0,473.0,Clean,Minor Violation,0,0.0,Low,Workplace,Garage,Yes,15600.0,49.0,No,0,Comprehensive,17800.0,Female,Single,0
CUST0002444,2021-07-02,2021-10-24,2022-10-24,365,Private_Motor,Broker_A,490.0,30701.24,Truck,9,10020033.42,Personal,71944.0,Teacher,9,4,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,High,Workplace,Street,Yes,15600.0,53.0,No,0,Comprehensive,18063.0,Male,Single,1
CUST0002445,2022-10-02,2023-04-22,2024-04-21,365,Private_Motor,Broker_A,490.0,30700.54,SUV,0,10020012.47,Personal,81949.0,Engineer,3,2,491.0,494.0,473.0,476.0,Clean,Major Violation,0,0.0,High,Street,Garage,No,15600.0,38.0,Yes,0,Third-Party Only,13580.0,Female,Widowed,0
CUST0002446,2022-01-25,2022-11-14,2023-11-14,365,Private_Motor,Broker_A,491.0,30700.11,Truck,1,10020008.21,Commercial,79828.0,Engineer,3,4,490.0,490.0,472.0,472.0,Minor Violation,Clean,0,0.0,Low,Workplace,Street,No,15600.0,60.0,No,0,Comprehensive,14135.0,Male,Single,0
CUST0002447,2020-09-21,2021-08-10,2022-08-10,365,Private_Motor,Broker_B,491.0,30700.72,Truck,13,10020000.09,Personal,117560.0,Engineer,6,3,491.0,492.0,473.0,474.0,Clean,Minor Violation,0,0.0,High,Street,Street,No,15600.0,63.0,No,0,Third-Party Fire & Theft,13350.0,Female,Divorced,1
CUST0002448,2020-06-23,2021-02-12,2022-02-12,365,Private_Motor,Broker_A,491.0,30700.46,SUV,18,10020006.5,Personal,89364.0,Teacher,7,3,490.0,492.0,472.0,474.0,Clean,Clean,0,0.0,High,Workplace,Street,Yes,15600.0,64.0,No,0,Comprehensive,12253.0,Male,Married,1
CUST0002449,2022-07-14,2023-01-21,2024-01-21,365,Private_Motor,Broker_A,495.0,30700.6,Sedan,11,10020024.88,Personal,84527.0,Driver,0,4,490.0,491.0,472.0,473.0,Minor Violation,Clean,0,1.0,High,Garage,Driveway,No,15600.0,58.0,No,0,Comprehensive,13128.0,Female,Married,0
CUST0002450,2021-08-16,2022-01-07,2023-01-07,365,Private_Motor,Broker_A,498.0,30702.85,SUV,15,10020005.32,Commercial,65261.0,Teacher,14,2,493.0,491.0,475.0,473.0,Clean,Minor Violation,0,0.0,High,Street,Garage,No,15600.0,40.0,No,0,Comprehensive,12158.0,Male,Divorced,0
CUST0002451,2022-10-09,2023-03-25,2024-03-24,365,Private_Motor,Broker_B,491.0,30702.34,Truck,7,10020003.4,Commercial,75716.0,Teacher,10,2,491.0,490.0,473.0,472.0,Clean,Clean,0,2.0,Medium,Garage,Driveway,No,15600.0,61.0,No,0,Comprehensive,18796.0,Female,Married,0
CUST0002452,2022-09-08,2023-04-20,2024-04-19,365,Private_Motor,Broker_B,493.0,30700.08,Sedan,17,10020028.53,Personal,65013.0,Teacher,11,3,491.0,492.0,473.0,474.0,Clean,Clean,0,0.0,Low,Street,Driveway,Yes,15600.0,40.0,No,0,Comprehensive,22079.0,Female,Widowed,0
CUST0002453,2021-03-12,2021-12-25,2022-12-25,365,Private_Motor,Broker_C,490.0,30700.54,Hatchback,0,10020006.08,Personal,64016.0,Doctor,11,2,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,Medium,Garage,Garage,Yes,15600.0,45.0,Yes,0,Third-Party Fire & Theft,14601.0,Male,Single,0
CUST0002454,2022-02-17,2022-12-27,2023-12-27,365,Private_Motor,Broker_B,494.0,30700.24,Hatchback,19,10020000.49,Personal,95258.0,Engineer,8,3,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Low,Workplace,Street,Yes,15600.0,44.0,Yes,0,Comprehensive,12156.0,Female,Single,0
CUST0002455,2022-10-28,2023-01-30,2024-01-30,365,Private_Motor,Broker_A,491.0,30700.58,Sedan,1,10020040.84,Personal,115048.0,Teacher,13,4,491.0,490.0,473.0,472.0,Clean,Clean,0,0.0,Medium,Garage,Driveway,Yes,15600.0,40.0,No,0,Comprehensive,18443.0,Male,Married,1
CUST0002456,2022-01-15,2022-11-14,2023-11-14,365,Private_Motor,Broker_A,490.0,30700.35,Hatchback,4,10020009.9,Personal,73883.0,Driver,6,1,490.0,,472.0,,Clean,,0,,Medium,Street,Garage,Yes,15600.0,44.0,No,0,Third-Party Only,19269.0,Male,Single,0
CUST0002457,2021-05-08,2021-12-18,2022-12-18,365,Private_Motor,Broker_A,491.0,30700.58,SUV,18,10020002.92,Personal,97788.0,Student,4,1,491.0,,473.0,,Clean,,0,,High,Garage,Street,Yes,15600.0,50.0,No,0,Comprehensive,17299.0,Male,Divorced,1
CUST0002458,2022-03-26,2022-07-31,2023-07-31,365,Private_Motor,Broker_B,490.0,30700.26,Hatchback,12,10020010.35,Commercial,90033.0,Driver,10,3,490.0,491.0,472.0,473.0,Clean,Clean,0,0.0,Medium,Street,Driveway,No,15600.0,54.0,No,0,Comprehensive,15548.0,Female,Single,0
CUST0002459,2021-05-01,2021-06-08,2022-06-08,365,Private_Motor,Broker_B,492.0,30702.43,Truck,9,10020017.5,Personal,62120.0,Doctor,5,4,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,Medium,Workplace,Driveway,No,15600.0,59.0,No,0,Comprehensive,13299.0,Male,Divorced,0
CUST0002460,2022-08-07,2023-02-09,2024-02-09,365,Private_Motor,Broker_A,492.0,30700.41,Sedan,8,10020033.97,Commercial,88672.0,Student,7,1,491.0,,473.0,,Clean,,0,,Low,Street,Garage,No,15600.0,38.0,No,0,Comprehensive,13519.0,Female,Married,1
CUST0002461,2021-08-03,2022-02-26,2023-02-26,365,Private_Motor,Broker_A,494.0,30701.15,Sedan,14,10020001.55,Personal,85053.0,Engineer,1,4,491.0,491.0,473.0,473.0,Clean,Clean,0,0.0,High,Garage,Driveway,Yes,15600.0,42.0,No,0,Comprehensive,12962.0,Female,Divorced,1
